activity_id,user_id,activity_id_num,user_id_num,identifier_id,has_up,has_down,up_path,down_path,has_data_up,has_data_down,WTLA,WTC,WTRA,WTRL,WTLL,activity_id_num_ori,data_type
0洗脸,user24,0,24,7-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user24/7-1-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user24/7-1-2/下(LL+RL).csv,True,True,13,12,13,12,13,0,train
0洗脸,user24,0,24,7-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user24/7-1-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user24/7-1-3/下(LL+RL).csv,True,True,20,21,19,20,20,0,train
0洗脸,user25,0,25,3-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user25/3-2-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user25/3-2-1/下(LL+RL).csv,True,True,10,10,11,10,10,0,train
0洗脸,user25,0,25,3-2-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user25/3-2-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user25/3-2-3/下(LL+RL).csv,True,True,5,7,5,5,8,0,train
0洗脸,user25,0,25,5-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user25/5-2-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user25/5-2-1/下(LL+RL).csv,True,True,11,11,10,12,10,0,train
0洗脸,user25,0,25,5-2-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user25/5-2-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user25/5-2-2/下(LL+RL).csv,True,True,4,4,3,5,5,0,train
0洗脸,user25,0,25,5-2-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user25/5-2-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user25/5-2-3/下(LL+RL).csv,True,True,20,20,20,20,20,0,train
0洗脸,user29,0,29,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user29/1-1-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user29/1-1-1/下(LL+RL).csv,True,True,8,9,9,8,10,0,train
0洗脸,user29,0,29,1-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user29/1-1-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user29/1-1-2/下(LL+RL).csv,True,True,12,13,14,14,13,0,test
0洗脸,user29,0,29,1-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user29/1-1-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user29/1-1-3/下(LL+RL).csv,True,True,9,10,8,8,9,0,train
0洗脸,user30,0,30,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user30/1-1-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user30/1-1-1/下(LL+RL).csv,True,True,17,17,17,17,16,0,train
0洗脸,user30,0,30,1-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user30/1-1-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user30/1-1-2/下(LL+RL).csv,True,True,12,14,13,13,15,0,train
0洗脸,user30,0,30,1-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user30/1-1-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user30/1-1-3/下(LL+RL).csv,True,True,5,7,7,8,7,0,train
0洗脸,user4,0,4,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user4/1-1-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user4/1-1-1/下(LL+RL).csv,True,True,41,40,41,42,40,0,train
0洗脸,user4,0,4,1-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user4/1-1-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user4/1-1-2/下(LL+RL).csv,True,True,62,63,61,61,61,0,train
0洗脸,user4,0,4,1-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user4/1-1-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user4/1-1-3/下(LL+RL)).csv,True,True,30,31,31,30,30,0,train
0洗脸,user5,0,5,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user5/1-1-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user5/1-1-1/下(LL+RL).csv,True,True,39,38,38,38,39,0,test
0洗脸,user5,0,5,1-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user5/1-1-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user5/1-1-2/下(LL+RL).csv,True,True,38,36,37,36,35,0,train
0洗脸,user5,0,5,1-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user5/1-1-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user5/1-1-3/下(LL+RL).csv,True,True,29,28,29,29,29,0,train
0洗脸,user6,0,6,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user6/1-1-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user6/1-1-1/下(LL+RL).csv,True,True,45,46,45,46,45,0,test
0洗脸,user6,0,6,1-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user6/1-1-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user6/1-1-2/下(LL+RL).csv,True,True,44,44,44,43,45,0,train
0洗脸,user6,0,6,1-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user6/1-1-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-Final/SM_data/IMU/0洗脸/user6/1-1-3/下(LL+RL).csv,True,True,32,32,32,33,32,0,train
