activity_id,user_id,activity_id_num,user_id_num,identifier_id,has_up,has_down,up_path,down_path,has_data_up,has_data_down,WTLA,WTC,WTRA,WTRL,WTLL
0_washing_face,user16,0,16,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user16/1-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user16/1-1-1/down(LL+RL).csv,True,True,45,46,46,46,44
0_washing_face,user18,0,18,7-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user18/7-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user18/7-1-1/down(LL+RL).csv,True,True,20,20,20,20,20
0_washing_face,user21,0,21,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user21/1-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user21/1-1-1/down(LL+RL).csv,True,True,14,14,14,12,14
0_washing_face,user21,0,21,4-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user21/4-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user21/4-2-1/down(LL+RL).csv,True,True,7,5,6,4,6
0_washing_face,user22,0,22,2-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user22/2-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user22/2-2-1/down(LL+RL).csv,True,True,14,15,14,16,16
0_washing_face,user23,0,23,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user23/1-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user23/1-1-1/down(LL+RL).csv,True,True,40,42,42,41,42
0_washing_face,user24,0,24,6-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user24/6-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user24/6-2-1/down(LL+RL).csv,True,True,33,33,34,34,35
0_washing_face,user24,0,24,7-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user24/7-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user24/7-1-1/down(LL+RL).csv,True,True,29,30,30,29,29
0_washing_face,user25,0,25,3-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user25/3-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user25/3-2-1/down(LL+RL).csv,True,True,10,10,11,10,10
0_washing_face,user25,0,25,5-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user25/5-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user25/5-2-1/down(LL+RL).csv,True,True,11,11,10,12,10
0_washing_face,user29,0,29,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user29/1-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user29/1-1-1/down(LL+RL).csv,True,True,8,9,9,8,10
0_washing_face,user30,0,30,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user30/1-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user30/1-1-1/down(LL+RL).csv,True,True,17,17,17,17,16
0_washing_face,user4,0,4,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user4/1-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user4/1-1-1/down(LL+RL).csv,True,True,41,40,41,42,40
0_washing_face,user5,0,5,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user5/1-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user5/1-1-1/down(LL+RL).csv,True,True,39,38,38,38,39
0_washing_face,user6,0,6,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user6/1-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user6/1-1-1/down(LL+RL).csv,True,True,45,46,45,46,45
0_washing_face,user8,0,8,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user8/1-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user8/1-1-1/down(LL+RL).csv,True,True,26,25,25,26,25
0_washing_face,user8,0,8,7-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user8/7-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/0_washing_face/user8/7-1-1/down(LL+RL).csv,True,True,25,25,25,24,24
10_stirring_drink,user1,10,1,3-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user1/3-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user1/3-1-1/down(LL+RL).csv,True,True,35,34,35,33,34
10_stirring_drink,user10,10,10,3-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user10/3-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user10/3-1-1/down(LL+RL).csv,True,True,17,17,18,16,18
10_stirring_drink,user10,10,10,5-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user10/5-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user10/5-1-1/down(LL+RL).csv,True,True,4,3,5,3,3
10_stirring_drink,user10,10,10,6-3-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user10/6-3-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user10/6-3-1/down(LL+RL).csv,True,True,16,16,17,16,15
10_stirring_drink,user10,10,10,7-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user10/7-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user10/7-1-1/down(LL+RL).csv,True,True,9,9,8,10,10
10_stirring_drink,user12,10,12,4-3-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user12/4-3-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user12/4-3-1/down(LL+RL).csv,True,True,8,8,8,9,9
10_stirring_drink,user13,10,13,2-3-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user13/2-3-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user13/2-3-1/down(LL+RL).csv,True,True,20,19,20,19,20
10_stirring_drink,user16,10,16,1-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user16/1-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user16/1-2-1/down(LL+RL).csv,True,True,19,19,19,20,20
10_stirring_drink,user16,10,16,2-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user16/2-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user16/2-1-1/down(LL+RL).csv,True,True,29,30,30,29,31
10_stirring_drink,user16,10,16,7-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user16/7-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user16/7-2-1/down(LL+RL).csv,True,True,38,39,37,39,38
10_stirring_drink,user17,10,17,2-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user17/2-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user17/2-1-1/down(LL+RL).csv,True,True,31,31,31,31,30
10_stirring_drink,user17,10,17,2-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user17/2-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user17/2-2-1/down(LL+RL).csv,True,True,24,25,26,26,26
10_stirring_drink,user17,10,17,5-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user17/5-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user17/5-2-1/down(LL+RL).csv,True,True,21,21,21,21,22
10_stirring_drink,user18,10,18,3-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user18/3-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user18/3-2-1/down(LL+RL).csv,True,True,32,31,32,31,32
10_stirring_drink,user18,10,18,4-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user18/4-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user18/4-2-1/down(LL+RL).csv,True,True,31,33,32,32,32
10_stirring_drink,user18,10,18,7-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user18/7-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user18/7-2-1/down(LL+RL).csv,True,True,11,13,12,12,13
10_stirring_drink,user19,10,19,2-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user19/2-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user19/2-1-1/down(LL+RL).csv,True,True,39,38,39,41,38
10_stirring_drink,user19,10,19,3-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user19/3-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user19/3-2-1/down(LL+RL).csv,True,True,12,12,12,13,12
10_stirring_drink,user19,10,19,7-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user19/7-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user19/7-2-1/down(LL+RL).csv,True,True,14,14,13,14,14
10_stirring_drink,user2,10,2,6-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user2/6-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user2/6-1-1/down(LL+RL).csv,True,True,45,44,43,42,45
10_stirring_drink,user20,10,20,3-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user20/3-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user20/3-1-1/down(LL+RL).csv,True,True,29,28,27,28,31
10_stirring_drink,user20,10,20,5-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user20/5-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user20/5-1-1/down(LL+RL).csv,True,True,8,6,8,8,8
10_stirring_drink,user20,10,20,6-3-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user20/6-3-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user20/6-3-1/down(LL+RL).csv,True,True,30,28,29,28,28
10_stirring_drink,user20,10,20,7-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user20/7-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user20/7-1-1/down(LL+RL).csv,True,True,30,29,31,30,29
10_stirring_drink,user22,10,22,4-3-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user22/4-3-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user22/4-3-1/down(LL+RL).csv,True,True,10,8,8,10,9
10_stirring_drink,user23,10,23,2-3-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user23/2-3-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user23/2-3-1/down(LL+RL).csv,True,True,121,122,121,121,121
10_stirring_drink,user26,10,26,2-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user26/2-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user26/2-1-1/down(LL+RL).csv,True,True,33,33,34,33,33
10_stirring_drink,user26,10,26,3-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user26/3-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user26/3-1-1/down(LL+RL).csv,True,True,32,31,32,32,31
10_stirring_drink,user27,10,27,6-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user27/6-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user27/6-1-1/down(LL+RL).csv,True,True,27,26,25,26,27
10_stirring_drink,user28,10,28,5-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user28/5-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user28/5-1-1/down(LL+RL).csv,True,True,19,20,20,20,20
10_stirring_drink,user28,10,28,7-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user28/7-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user28/7-1-1/down(LL+RL).csv,True,True,27,26,27,26,27
10_stirring_drink,user29,10,29,1-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user29/1-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user29/1-2-1/down(LL+RL).csv,True,True,30,30,30,31,30
10_stirring_drink,user29,10,29,3-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user29/3-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user29/3-1-1/down(LL+RL).csv,True,True,39,39,38,37,38
10_stirring_drink,user29,10,29,5-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user29/5-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user29/5-1-1/down(LL+RL).csv,True,True,26,26,25,25,24
10_stirring_drink,user3,10,3,5-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user3/5-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user3/5-1-1/down(LL+RL).csv,True,True,36,39,35,35,36
10_stirring_drink,user3,10,3,7-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user3/7-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user3/7-1-1/down(LL+RL).csv,True,True,28,27,29,28,29
10_stirring_drink,user30,10,30,1-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user30/1-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user30/1-2-1/down(LL+RL).csv,True,True,27,27,27,26,27
10_stirring_drink,user30,10,30,4-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user30/4-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user30/4-2-1/down(LL+RL).csv,True,True,25,24,24,25,24
10_stirring_drink,user4,10,4,1-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user4/1-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user4/1-2-1/down(LL+RL).csv,True,True,32,32,31,33,31
10_stirring_drink,user4,10,4,5-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user4/5-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user4/5-1-1/down(LL+RL).csv,True,True,48,46,48,47,48
10_stirring_drink,user5,10,5,1-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user5/1-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user5/1-2-1/down(LL+RL).csv,True,True,31,31,31,32,31
10_stirring_drink,user5,10,5,4-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user5/4-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user5/4-2-1/down(LL+RL).csv,True,True,6,5,5,6,6
10_stirring_drink,user6,10,6,1-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user6/1-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user6/1-2-1/down(LL+RL).csv,True,True,28,28,29,29,28
10_stirring_drink,user6,10,6,2-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user6/2-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user6/2-1-1/down(LL+RL).csv,True,True,61,59,60,60,60
10_stirring_drink,user6,10,6,7-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user6/7-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user6/7-2-1/down(LL+RL).csv,True,True,25,23,24,23,25
10_stirring_drink,user7,10,7,2-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user7/2-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user7/2-1-1/down(LL+RL).csv,True,True,22,23,23,22,25
10_stirring_drink,user7,10,7,2-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user7/2-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user7/2-2-1/down(LL+RL).csv,True,True,20,20,19,20,20
10_stirring_drink,user7,10,7,5-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user7/5-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user7/5-2-1/down(LL+RL).csv,True,True,19,18,19,18,19
10_stirring_drink,user8,10,8,3-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user8/3-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/10_stirring_drink/user8/3-2-1/down(LL+RL).csv,True,True,23,27,26,28,25
