activity_id,user_id,caption_id,label_id,trail_id,has_up,has_down,up_path,down_path,has_data_up,has_data_down,WTLA,WTC,WTRA,WTRL,WTLL,activity_id_num,user_id_num,data_type
0-洗脸,用户12-杰炜,1,1-1,1-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户12-杰炜/1/1-1/1-1-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户12-杰炜/1/1-1/1-1-2/下(LL+RL).csv,True,True,14,12,12,12,12,0,12,train
0-洗脸,用户12-杰炜,1,1-1,1-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户12-杰炜/1/1-1/1-1-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户12-杰炜/1/1-1/1-1-3/下(LL+RL).csv,True,True,9,10,11,10,10,0,12,train
0-洗脸,用户12-杰炜,2,2-2,2-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户12-杰炜/2/2-2/2-2-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户12-杰炜/2/2-2/2-2-1/下(LL+RL).csv,True,True,26,25,25,25,26,0,12,train
0-洗脸,用户12-杰炜,2,2-2,2-2-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户12-杰炜/2/2-2/2-2-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户12-杰炜/2/2-2/2-2-2/下(LL+RL).csv,True,True,9,9,9,10,9,0,12,train
0-洗脸,用户12-杰炜,2,2-2,2-2-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户12-杰炜/2/2-2/2-2-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户12-杰炜/2/2-2/2-2-3/下(LL+RL).csv,True,True,9,10,9,9,9,0,12,train
0-洗脸,用户13-艺馨,1,1-1,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户13-艺馨/1/1-1/1-1-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户13-艺馨/1/1-1/1-1-1/下(LL+RL).csv,True,True,19,19,21,19,20,0,13,train
0-洗脸,用户13-艺馨,1,1-1,1-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户13-艺馨/1/1-1/1-1-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户13-艺馨/1/1-1/1-1-2/下(LL+RL).csv,True,True,9,10,11,10,11,0,13,train
0-洗脸,用户13-艺馨,1,1-1,1-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户13-艺馨/1/1-1/1-1-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户13-艺馨/1/1-1/1-1-3/下(LL+RL).csv,True,True,10,10,9,10,11,0,13,train
0-洗脸,用户14-培培,6,6-2,6-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户14-培培/6/6-2/6-2-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户14-培培/6/6-2/6-2-1/下(LL+RL).csv,True,True,30,30,31,30,30,0,14,train
0-洗脸,用户14-培培,6,6-2,6-2-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户14-培培/6/6-2/6-2-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户14-培培/6/6-2/6-2-2/下(LL+RL).csv,True,True,21,18,21,21,22,0,14,train
0-洗脸,用户14-培培,6,6-2,6-2-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户14-培培/6/6-2/6-2-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户14-培培/6/6-2/6-2-3/下(LL+RL).csv,True,True,8,8,7,7,7,0,14,train
0-洗脸,用户14-培培,7,7-1,7-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户14-培培/7/7-1/7-1-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户14-培培/7/7-1/7-1-1/下(LL+RL).csv,True,True,21,21,21,20,20,0,14,train
0-洗脸,用户14-培培,7,7-1,7-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户14-培培/7/7-1/7-1-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户14-培培/7/7-1/7-1-2/下(LL+RL).csv,True,True,17,18,16,15,15,0,14,train
0-洗脸,用户14-培培,7,7-1,7-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户14-培培/7/7-1/7-1-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户14-培培/7/7-1/7-1-3/下(LL+RL).csv,True,True,22,21,22,19,19,0,14,train
0-洗脸,用户4-纪祥,1,1-1,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户4-纪祥/1/1-1/1-1-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户4-纪祥/1/1-1/1-1-1/下(LL+RL).csv,True,True,41,40,41,42,40,0,4,test
0-洗脸,用户4-纪祥,1,1-1,1-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户4-纪祥/1/1-1/1-1-2/上（LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户4-纪祥/1/1-1/1-1-2/下(LL+RL).csv,True,True,62,63,61,61,61,0,4,test
0-洗脸,用户4-纪祥,1,1-1,1-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户4-纪祥/1/1-1/1-1-3/上（LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户4-纪祥/1/1-1/1-1-3/下（LL+RL)).csv,True,True,30,31,31,30,30,0,4,test
0-洗脸,用户5-家敏,1,1-1,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户5-家敏/1/1-1/1-1-1/上（LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户5-家敏/1/1-1/1-1-1/下(LL+RL).csv,True,True,39,38,38,38,39,0,5,test
0-洗脸,用户5-家敏,1,1-1,1-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户5-家敏/1/1-1/1-1-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户5-家敏/1/1-1/1-1-2/下(LL+RL).csv,True,True,38,36,37,36,35,0,5,test
0-洗脸,用户5-家敏,1,1-1,1-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户5-家敏/1/1-1/1-1-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户5-家敏/1/1-1/1-1-3/下(LL+RL).csv,True,True,29,28,29,29,29,0,5,test
0-洗脸,用户6-琳琳,1,1-1,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户6-琳琳/1/1-1/1-1-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户6-琳琳/1/1-1/1-1-1/下(LL+RL).csv,True,True,47,48,47,48,47,0,6,train
0-洗脸,用户6-琳琳,1,1-1,1-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户6-琳琳/1/1-1/1-1-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户6-琳琳/1/1-1/1-1-2/下(LL+RL).csv,True,True,44,44,44,43,45,0,6,train
0-洗脸,用户6-琳琳,1,1-1,1-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户6-琳琳/1/1-1/1-1-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户6-琳琳/1/1-1/1-1-3/下(LL+RL).csv,True,True,32,32,32,33,32,0,6,train
0-洗脸,用户8-土汉,1,1-1,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户8-土汉/1/1-1/1-1-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户8-土汉/1/1-1/1-1-1/下(LL+RL).csv,True,True,26,25,25,26,25,0,8,train
0-洗脸,用户8-土汉,1,1-1,1-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户8-土汉/1/1-1/1-1-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户8-土汉/1/1-1/1-1-2/下(LL+RL).csv,True,True,23,24,23,23,23,0,8,train
0-洗脸,用户8-土汉,1,1-1,1-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户8-土汉/1/1-1/1-1-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户8-土汉/1/1-1/1-1-3/下(LL+RL).csv,True,True,16,16,17,16,16,0,8,train
0-洗脸,用户8-土汉,7,7-1,7-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户8-土汉/7/7-1/7-1-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户8-土汉/7/7-1/7-1-1/下(LL+RL).csv,True,True,25,25,25,24,24,0,8,train
0-洗脸,用户8-土汉,7,7-1,7-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户8-土汉/7/7-1/7-1-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户8-土汉/7/7-1/7-1-2/下(LL+RL).csv,True,True,26,27,26,26,27,0,8,train
0-洗脸,用户8-土汉,7,7-1,7-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户8-土汉/7/7-1/7-1-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/0-洗脸/用户8-土汉/7/7-1/7-1-3/下(LL+RL).csv,True,True,18,16,18,17,17,0,8,train
1-刷牙,用户10-思晗,4,4-2,4-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户10-思晗/4/4-2/4-2-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户10-思晗/4/4-2/4-2-1/下(LL+RL).csv,True,True,16,17,16,17,17,1,10,train
1-刷牙,用户10-思晗,4,4-2,4-2-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户10-思晗/4/4-2/4-2-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户10-思晗/4/4-2/4-2-2/下(LL+RL).csv,True,True,3,3,4,3,3,1,10,train
1-刷牙,用户10-思晗,4,4-2,4-2-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户10-思晗/4/4-2/4-2-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户10-思晗/4/4-2/4-2-3/下(LL+RL).csv,True,True,14,15,14,15,14,1,10,train
1-刷牙,用户11-林森,4,4-2,4-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户11-林森/4/4-2/4-2-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户11-林森/4/4-2/4-2-1/下(LL+RL).csv,True,True,40,40,39,39,40,1,11,train
1-刷牙,用户11-林森,4,4-2,4-2-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户11-林森/4/4-2/4-2-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户11-林森/4/4-2/4-2-2/下(LL+RL).csv,True,True,21,21,22,22,21,1,11,train
1-刷牙,用户11-林森,4,4-2,4-2-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户11-林森/4/4-2/4-2-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户11-林森/4/4-2/4-2-3/下(LL+RL).csv,True,True,7,9,6,9,8,1,11,train
1-刷牙,用户12-杰炜,1,1-1,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户12-杰炜/1/1-1/1-1-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户12-杰炜/1/1-1/1-1-1/下(LL+RL).csv,True,True,20,20,20,19,18,1,12,train
1-刷牙,用户12-杰炜,1,1-1,1-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户12-杰炜/1/1-1/1-1-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户12-杰炜/1/1-1/1-1-2/下(LL+RL).csv,True,True,23,23,22,22,22,1,12,train
1-刷牙,用户12-杰炜,1,1-1,1-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户12-杰炜/1/1-1/1-1-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户12-杰炜/1/1-1/1-1-3/下(LL+RL).csv,True,True,15,17,13,15,17,1,12,train
1-刷牙,用户12-杰炜,2,2-2,2-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户12-杰炜/2/2-2/2-2-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户12-杰炜/2/2-2/2-2-1/下(LL+RL).csv,True,True,8,7,9,7,6,1,12,train
1-刷牙,用户12-杰炜,2,2-2,2-2-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户12-杰炜/2/2-2/2-2-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户12-杰炜/2/2-2/2-2-2/下(LL+RL).csv,True,True,6,6,7,5,6,1,12,train
1-刷牙,用户12-杰炜,2,2-2,2-2-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户12-杰炜/2/2-2/2-2-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户12-杰炜/2/2-2/2-2-3/下(LL+RL).csv,True,True,5,6,5,5,5,1,12,train
1-刷牙,用户13-艺馨,1,1-1,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户13-艺馨/1/1-1/1-1-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户13-艺馨/1/1-1/1-1-1/下(LL+RL).csv,True,True,47,46,47,46,46,1,13,train
1-刷牙,用户13-艺馨,1,1-1,1-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户13-艺馨/1/1-1/1-1-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户13-艺馨/1/1-1/1-1-2/下(LL+RL).csv,True,True,27,28,28,27,28,1,13,train
1-刷牙,用户13-艺馨,1,1-1,1-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户13-艺馨/1/1-1/1-1-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户13-艺馨/1/1-1/1-1-3/下(LL+RL).csv,True,True,40,39,40,39,40,1,13,train
1-刷牙,用户14-培培,6,6-2,6-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户14-培培/6/6-2/6-2-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户14-培培/6/6-2/6-2-1/下(LL+RL).csv,True,True,23,23,22,23,23,1,14,train
1-刷牙,用户14-培培,6,6-2,6-2-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户14-培培/6/6-2/6-2-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户14-培培/6/6-2/6-2-2/下(LL+RL).csv,True,True,18,18,18,18,17,1,14,train
1-刷牙,用户14-培培,6,6-2,6-2-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户14-培培/6/6-2/6-2-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户14-培培/6/6-2/6-2-3/下(LL+RL).csv,True,True,17,17,17,17,17,1,14,train
1-刷牙,用户14-培培,7,7-1,7-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户14-培培/7/7-1/7-1-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户14-培培/7/7-1/7-1-1/下(LL+RL).csv,True,True,20,20,19,20,20,1,14,train
1-刷牙,用户14-培培,7,7-1,7-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户14-培培/7/7-1/7-1-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户14-培培/7/7-1/7-1-2/下(LL+RL).csv,True,True,14,15,14,13,15,1,14,train
1-刷牙,用户14-培培,7,7-1,7-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户14-培培/7/7-1/7-1-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户14-培培/7/7-1/7-1-3/下(LL+RL).csv,True,True,22,22,22,23,22,1,14,train
1-刷牙,用户15-雅婧,5,5-2,5-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户15-雅婧/5/5-2/5-2-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户15-雅婧/5/5-2/5-2-1/下(LL+RL).csv,True,True,43,43,44,45,44,1,15,train
1-刷牙,用户15-雅婧,5,5-2,5-2-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户15-雅婧/5/5-2/5-2-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户15-雅婧/5/5-2/5-2-2/下(LL+RL).csv,True,True,23,24,22,23,23,1,15,train
1-刷牙,用户6-琳琳,1,1-1,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户6-琳琳/1/1-1/1-1-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户6-琳琳/1/1-1/1-1-1/下(LL+RL).csv,True,True,69,69,70,70,69,1,6,train
1-刷牙,用户6-琳琳,1,1-1,1-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户6-琳琳/1/1-1/1-1-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户6-琳琳/1/1-1/1-1-2/下(LL+RL).csv,True,True,75,73,73,73,74,1,6,train
1-刷牙,用户6-琳琳,1,1-1,1-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户6-琳琳/1/1-1/1-1-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户6-琳琳/1/1-1/1-1-3/下(LL+RL).csv,True,True,27,26,26,26,25,1,6,train
1-刷牙,用户7-丹玲,1,1-1,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户7-丹玲/1/1-1/1-1-1/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户7-丹玲/1/1-1/1-1-1/下(LL+RL).csv,True,True,34,34,35,34,35,1,7,train
1-刷牙,用户7-丹玲,1,1-1,1-1-2,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户7-丹玲/1/1-1/1-1-2/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户7-丹玲/1/1-1/1-1-2/下(LL+RL).csv,True,True,18,18,18,17,18,1,7,train
1-刷牙,用户7-丹玲,1,1-1,1-1-3,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户7-丹玲/1/1-1/1-1-3/上(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X/labels/SM/1-刷牙/用户7-丹玲/1/1-1/1-1-3/下(LL+RL).csv,True,True,19,20,21,20,20,1,7,train
